Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,City,State,Car_Description
baleno,2012,16.95,15.84,165562,Petrol,Dealer,Automatic,1,North Daniel,Wisconsin,Fill always position discover in situation.
swift,2003,18.05,31.01,129814,Diesel,Dealer,Automatic,0,Hernandezfort,South Dakota,Key around center decision important.
vitara brezza,2020,6.61,20.11,34437,CNG,Individual,Automatic,2,Jerrybury,California,Politics son strategy cultural these fact save bill.
s cross,2000,15.14,10.05,136543,Petrol,Dealer,Manual,0,Ronaldburgh,Tennessee,Film hospital various eat.
baleno,2004,13.49,10.21,102736,Petrol,Dealer,Manual,1,Nelsonshire,California,Personal put talk total enough moment owner.
dzire,2012,23.4,19.97,127914,Diesel,Dealer,Automatic,0,New Stevenport,Hawaii,Professor trial major value free.
s cross,2021,16.16,3.81,47046,Diesel,Dealer,Automatic,2,West Jillside,California,Company risk be early ground.
ritz,2010,21.6,11.46,4393,Petrol,Dealer,Manual,1,West Laurie,North Carolina,List agent fill happy consider tell determine wait.
ertiga,2019,24.65,11.95,184980,CNG,Individual,Manual,0,Shawnshire,Massachusetts,Social begin hotel know.
baleno,2014,3.33,12.43,95787,Petrol,Dealer,Manual,1,South Courtney,Maryland,Record common record yard site.
swift,2022,16.22,12.0,42611,CNG,Dealer,Automatic,1,North Andreamouth,Virginia,Matter become whom accept study.
baleno,2007,5.46,13.8,32806,Petrol,Individual,Automatic,0,Rosalesmouth,Texas,Garden only song instead.
s cross,2012,1.87,33.86,85565,CNG,Dealer,Manual,1,Sheltonmouth,Iowa,Administration off already environmental.
alto 800,2023,3.11,28.07,8304,Petrol,Dealer,Automatic,2,East Kellyberg,Georgia,As computer season even decade likely station industry.
wagon r,2001,22.94,33.21,57108,Petrol,Individual,Automatic,0,Chenport,Maryland,Color success site five probably.
dzire,2013,16.24,30.29,14256,Petrol,Individual,Automatic,2,South Andrewstad,Delaware,Stuff clear look event.
swift,2012,2.33,20.6,109786,Diesel,Dealer,Automatic,2,East Tabithaburgh,Tennessee,Toward condition use view body me quite.
dzire,2020,2.33,7.44,126621,Petrol,Individual,Automatic,2,Loveborough,Indiana,Agent begin health energy.
vitara brezza,2009,8.45,28.16,182169,Petrol,Individual,Automatic,2,New Paulshire,Iowa,Republican computer though control focus sort source.
alto 800,2012,10.44,9.9,176431,Diesel,Dealer,Automatic,1,Tanyamouth,North Carolina,Either budget pressure force specific media store.
wagon r,2013,18.66,4.04,58541,Petrol,Dealer,Automatic,2,Ryanhaven,Missouri,Under place identify listen majority.
alto 800,2018,2.99,6.98,140291,Petrol,Dealer,Manual,2,Lake Jordanfort,Mississippi,Thank six notice better try mission challenge.
vitara brezza,2011,24.01,10.43,66587,Diesel,Dealer,Manual,0,Tiffanychester,Massachusetts,Cover bad thousand source firm.
dzire,2010,15.88,5.29,73420,Diesel,Individual,Manual,2,South Kevin,Pennsylvania,Let eat nor real.
ertiga,2010,11.79,15.97,65767,Petrol,Individual,Manual,0,Joshuaville,Iowa,If someone land because.
ritz,2017,22.33,22.82,9258,CNG,Dealer,Automatic,2,Taylorville,Georgia,House seem purpose box bag step.
alto 800,2017,12.64,7.85,80177,Diesel,Individual,Manual,1,Port Brianna,Oregon,Special floor past production leave gun.
dzire,2000,19.92,23.26,52430,Petrol,Dealer,Manual,2,South Bethanychester,Alabama,Head end almost heart window alone.
sx4,2015,22.66,18.21,131094,Petrol,Individual,Automatic,2,New Christopherbury,Texas,It company school whole.
baleno,2000,24.35,33.14,121474,CNG,Individual,Automatic,0,New Rebeccafurt,New York,Top bar moment rather.
wagon r,2006,11.71,30.99,198960,Diesel,Dealer,Manual,1,Port Stefanie,Kansas,Skill worker decade order.
alto 800,2023,7.55,5.92,43956,CNG,Dealer,Manual,0,East Derek,New Mexico,Recent audience seven.
ertiga,2002,20.45,30.92,63964,Diesel,Individual,Manual,2,New Micheleburgh,Massachusetts,Soon four north speech enter second.
dzire,2002,9.33,19.41,116215,Petrol,Individual,Automatic,0,Lake Scott,West Virginia,Nature population enough high.
sx4,2006,10.09,25.62,142072,Petrol,Individual,Manual,1,North Sandraberg,Iowa,Each Democrat have here successful strong education laugh.
alto 800,2016,11.03,8.48,121040,CNG,Dealer,Manual,2,Port Barbara,Alaska,Financial represent rich hour campaign certain.
dzire,2008,21.88,27.34,172847,Petrol,Dealer,Automatic,1,Clarkmouth,Texas,Natural check prevent season alone campaign.
dzire,2002,19.07,8.05,48616,Diesel,Dealer,Automatic,2,North Kari,Minnesota,Tonight clear get purpose.
alto 800,2018,11.36,5.36,172480,Petrol,Dealer,Automatic,2,Cohenbury,Hawaii,Economic home we animal.
ciaz,2020,11.19,15.98,106682,Diesel,Dealer,Manual,2,Ritaburgh,Hawaii,Political current affect reveal business.
swift,2023,8.3,12.59,22378,Diesel,Dealer,Manual,0,Joseport,Montana,Form raise draw bring skin concern.
wagon r,2009,6.18,24.11,21977,Diesel,Individual,Manual,0,Port Kevin,Arizona,Remain any rate government close.
s cross,2018,21.89,13.16,180957,CNG,Individual,Automatic,2,Morganside,Ohio,Long fire scene table development maybe create effect.
vitara brezza,2017,6.83,25.67,32240,Diesel,Individual,Manual,2,Garnerside,Oregon,Young newspaper real start point cost.
vitara brezza,2007,6.72,31.92,179269,Diesel,Dealer,Automatic,1,North Barbarahaven,New Jersey,Shoulder reality conference director.
ertiga,2004,2.94,10.66,30047,Petrol,Individual,Manual,1,Port Bradton,Nevada,Market value left board leave pattern.
sx4,2012,11.9,13.48,146221,CNG,Individual,Automatic,1,Laurabury,Kansas,Official official money how offer already view top.
ciaz,2016,2.05,5.57,136423,Petrol,Dealer,Manual,1,North Alan,Kentucky,Science bank attention audience month of stuff.
ertiga,2012,22.66,30.55,61914,Diesel,Individual,Automatic,2,Richardmouth,Alabama,Born space may probably finally bag.
wagon r,2007,11.1,22.32,41389,Petrol,Dealer,Manual,0,Jeffreyfort,Kansas,Line nearly respond air wall upon.
ertiga,2010,20.81,24.7,199429,Petrol,Dealer,Manual,0,New Jason,Connecticut,Natural fish coach establish edge either.
vitara brezza,2013,4.18,18.79,170909,Diesel,Individual,Manual,0,North Ryanmouth,Kansas,Someone her with discussion growth assume certainly.
wagon r,2005,3.41,10.48,106543,Petrol,Individual,Manual,1,South Johnside,Nevada,Young night this his visit spend inside.
ritz,2022,9.55,4.96,25632,CNG,Dealer,Automatic,0,East Conniestad,Arkansas,Activity available history of turn energy worry.
baleno,2020,9.44,15.42,12371,Diesel,Dealer,Automatic,1,Cortezmouth,Idaho,Officer investment scientist difficult.
alto 800,2018,19.81,5.42,71030,Petrol,Dealer,Manual,1,Scottland,Kansas,Attorney peace eat.
ciaz,2000,15.34,8.27,111429,CNG,Individual,Automatic,1,Robertmouth,Hawaii,Always interesting area staff computer feel.
wagon r,2001,4.85,32.15,101037,CNG,Dealer,Automatic,1,Lake Jasonport,Hawaii,Usually hear foreign several meet.
ertiga,2002,16.06,23.24,104769,Diesel,Dealer,Automatic,2,Lake Victorstad,Oregon,Line listen low imagine information around director.
alto 800,2015,16.38,6.72,100577,CNG,Individual,Manual,0,Jamesland,South Carolina,Point memory exist lay really.
ritz,2019,15.81,8.83,47821,Diesel,Dealer,Manual,2,North Anthony,Montana,Five letter hotel actually street rate when.
ritz,2009,12.19,14.39,68649,Diesel,Dealer,Automatic,1,North Michaelhaven,Hawaii,Build budget decide capital.
sx4,2006,16.65,25.97,45257,CNG,Individual,Manual,0,Ryanview,Mississippi,Significant become energy me sure discussion.
baleno,2007,22.04,27.31,195298,Petrol,Individual,Manual,1,Crawfordshire,Nebraska,Enter interview maintain.
ciaz,2020,17.11,7.93,119345,Petrol,Dealer,Automatic,1,Barrettton,Oregon,Exactly arrive it two certainly result my hope.
dzire,2011,17.51,26.92,69756,Petrol,Individual,Automatic,1,West Julie,West Virginia,Give south same white rise local.
dzire,2003,4.44,13.5,95496,Diesel,Individual,Automatic,2,East Patriciachester,Hawaii,Decision audience even and relationship avoid agency.
dzire,2018,4.73,30.03,112714,Petrol,Dealer,Automatic,1,West Davidside,New Hampshire,Class season create style finish president toward.
ciaz,2006,10.92,23.01,24653,Diesel,Individual,Manual,2,Rachelburgh,New York,Performance good establish market window truth team campaign.
ciaz,2018,24.23,28.75,15457,Diesel,Dealer,Manual,0,Thomasberg,New Hampshire,Prove open fast serious establish anything lead.
swift,2002,23.52,32.64,61303,Diesel,Dealer,Manual,1,Lisatown,Oregon,Natural whom air per project finally.
s cross,2017,14.05,23.68,151140,Petrol,Individual,Manual,1,New Markmouth,Pennsylvania,Four moment customer eight clearly run.
sx4,2020,17.5,4.99,176299,CNG,Dealer,Automatic,2,Jonesview,South Carolina,Focus such floor enter authority two political.
dzire,2004,17.73,17.28,144279,Diesel,Individual,Automatic,2,Kathleenton,Arizona,Happen leave politics improve owner ability herself.
wagon r,2006,4.06,4.03,69948,Diesel,Individual,Automatic,2,New Lynn,North Dakota,Activity page remember full sign.
swift,2013,14.75,18.99,150428,Petrol,Individual,Automatic,0,Williamschester,Washington,Part fear capital parent case.
wagon r,2006,8.15,30.75,83471,Diesel,Dealer,Manual,0,Port Eugene,Maryland,Republican ability south first spend crime man.
baleno,2022,20.13,15.94,53873,CNG,Dealer,Automatic,1,New Bruceborough,Nevada,Instead than remember over treat.
swift,2009,9.78,11.01,107165,CNG,Dealer,Manual,1,Port Christopher,New Mexico,Lay recognize thousand doctor former several.
swift,2012,11.9,32.3,184166,CNG,Dealer,Manual,2,New Mark,Alabama,Finish point example campaign beat environment meeting.
ertiga,2007,10.96,10.54,122250,CNG,Individual,Automatic,1,Port Melissa,Oregon,She may marriage.
vitara brezza,2001,7.54,15.6,35129,Petrol,Individual,Automatic,0,East Jill,Tennessee,Knowledge sometimes hard city one.
ertiga,2004,16.1,3.23,10673,CNG,Dealer,Automatic,0,Annton,Hawaii,Couple cut bit fish manager moment.
s cross,2018,22.68,9.48,66908,Petrol,Dealer,Manual,0,Josephmouth,Maine,Society turn skill enough whose.
dzire,2020,23.17,20.92,138772,Petrol,Individual,Automatic,1,Nicoleburgh,Maine,Effect author accept pressure summer.
ritz,2009,12.13,33.7,177908,CNG,Dealer,Automatic,2,North Jamesfort,Wyoming,Apply nearly condition idea base life week attention.
vitara brezza,2015,24.81,31.72,29432,CNG,Individual,Manual,0,North Brandonchester,Mississippi,Ground place follow artist hotel.
baleno,2000,19.53,23.73,182020,Diesel,Individual,Automatic,0,East Danielbury,Nevada,Any measure vote.
sx4,2020,22.48,34.78,63990,Petrol,Individual,Manual,0,Andreatown,Connecticut,Piece goal what.
dzire,2018,2.7,13.0,94695,Petrol,Individual,Manual,2,Port Curtis,South Carolina,These area with according project painting reality.
alto 800,2018,19.54,4.08,193967,CNG,Dealer,Automatic,0,South Melissa,Louisiana,Message trouble region just cultural high note church.
swift,2009,17.69,33.18,51764,CNG,Individual,Manual,2,Malonechester,Louisiana,Between mean police after always phone.
swift,2000,13.63,6.2,90605,Diesel,Individual,Automatic,0,Port Jasonchester,Oregon,Eight staff TV catch firm because center.
alto 800,2002,14.1,24.64,144996,Diesel,Dealer,Manual,1,Hayesport,Vermont,Oil politics before near.
alto 800,2022,20.49,14.22,182946,Petrol,Individual,Manual,2,New Cynthia,Tennessee,Drop hotel quite evidence.
ertiga,2015,22.91,33.56,143553,Diesel,Dealer,Automatic,1,Johnfurt,Oregon,Smile which fire.
dzire,2016,21.16,11.12,140384,Diesel,Individual,Manual,2,Debbieville,Washington,Remain life goal rather environment.
ciaz,2006,3.41,3.87,121353,Diesel,Dealer,Manual,2,South Jessicafort,Iowa,Whose dark fear left best use.
alto 800,2005,22.66,20.73,156307,Petrol,Individual,Automatic,1,Williamsland,New Hampshire,Sign policy organization forget court you then.
vitara brezza,2013,8.55,20.99,57326,Petrol,Individual,Manual,0,Vincentland,Rhode Island,Speak left oil wait.
dzire,2002,11.76,9.31,86279,Petrol,Dealer,Automatic,2,Lisafurt,Nevada,Shake care hair choose place scene.
ciaz,2003,17.57,14.57,76299,Diesel,Individual,Automatic,2,Rileyport,Missouri,Level all laugh those role.
swift,2004,15.47,26.03,118291,CNG,Individual,Automatic,1,North Tommyburgh,Indiana,Truth clearly life ok.
swift,2002,21.25,6.22,192227,Diesel,Dealer,Manual,2,Lake Kevin,Wyoming,Let business case consumer beautiful everything position half.
swift,2011,7.47,17.73,15478,Diesel,Dealer,Manual,2,Michaeltown,California,Decision series measure.
ritz,2015,8.2,26.06,163561,Diesel,Individual,Automatic,2,Tatefort,Maine,Memory century than mouth soldier.
vitara brezza,2015,19.98,5.43,100833,Petrol,Individual,Manual,0,Warnerberg,Montana,Rate gun technology ten.
vitara brezza,2018,21.28,7.43,50536,Petrol,Individual,Automatic,0,East Sean,Utah,Civil white image force blue office say.
wagon r,2021,13.13,23.91,177699,Petrol,Dealer,Automatic,1,East Kimberlyburgh,Oklahoma,Lay common feeling cultural.
dzire,2023,13.99,27.29,112435,CNG,Individual,Manual,1,East Joshuaview,Maine,Theory product because operation candidate check address.
dzire,2008,7.23,13.48,102615,CNG,Dealer,Automatic,0,Turnerside,South Dakota,Mean early how ball edge free.
sx4,2016,7.7,33.07,114384,CNG,Dealer,Automatic,2,Johnland,Utah,Item style water create high detail organization.
alto 800,2002,15.29,19.56,144154,Petrol,Dealer,Manual,1,East Nicoleton,Texas,Follow source task along share oil.
ciaz,2003,20.89,17.04,44829,CNG,Dealer,Automatic,1,New Tiffany,Ohio,Expect daughter population wide.
wagon r,2008,19.07,33.44,114686,CNG,Dealer,Manual,2,Brittanyfort,Washington,Join option give other develop must lead.
sx4,2006,15.08,30.59,78290,Diesel,Individual,Manual,2,Emilyton,Maine,Least put share write those law.
wagon r,2001,12.58,26.66,170610,Diesel,Individual,Automatic,2,Port Sharonchester,Tennessee,Season give though report fact.
wagon r,2008,9.29,16.72,132831,Petrol,Individual,Automatic,0,Scottville,Hawaii,Shoulder imagine two admit back.
vitara brezza,2004,15.0,29.57,145994,Diesel,Individual,Automatic,1,North Brittanyton,Illinois,Whether reach piece.
sx4,2012,6.31,26.43,47288,CNG,Individual,Manual,1,West Chelsey,Wyoming,May professor phone draw floor rock.
sx4,2000,16.71,21.28,131664,Petrol,Individual,Automatic,1,Port Randy,Mississippi,Too main miss program age.
vitara brezza,2011,8.03,6.35,31022,CNG,Dealer,Automatic,1,Port Aliceport,California,Scene use knowledge prevent serious become.
sx4,2015,8.46,2.47,161524,CNG,Individual,Manual,1,West Mackenzieville,South Dakota,Take nothing sure each.
s cross,2006,8.24,24.79,158765,Diesel,Dealer,Automatic,1,New Michaelberg,Rhode Island,Process win decision away tell.
alto 800,2023,7.72,11.01,113346,CNG,Individual,Automatic,1,East Victoriaville,Pennsylvania,Effect another why.
wagon r,2004,10.83,5.89,92955,CNG,Dealer,Automatic,2,Port Jeremy,Iowa,Difficult central her ok fill.
alto 800,2012,20.14,20.39,109031,CNG,Dealer,Manual,0,Shawside,New Jersey,Stand action leader data.
swift,2004,3.14,7.76,52778,Diesel,Dealer,Manual,2,Rosebury,Hawaii,Study you opportunity easy future move near.
vitara brezza,2015,3.27,23.69,60500,CNG,Individual,Automatic,1,East Troy,Oregon,Night country rate sense practice effect discuss.
vitara brezza,2019,5.9,17.08,41324,CNG,Dealer,Manual,2,Madelinefort,Florida,Gas concern consumer year accept take.
s cross,2009,10.11,18.53,100340,Diesel,Dealer,Manual,0,Mayohaven,Louisiana,Nearly per former hand talk.
swift,2020,9.61,18.58,47377,CNG,Individual,Automatic,0,Maryland,Nebraska,Successful sister lead in.
alto 800,2018,3.76,11.96,17361,Petrol,Individual,Manual,0,Goodwinfurt,Kansas,Create necessary media key course.
ciaz,2022,2.27,11.65,81302,Diesel,Dealer,Manual,1,Williamsside,Vermont,Us side lead beautiful eight recent exactly.
ciaz,2019,3.77,6.29,89111,Diesel,Individual,Manual,0,Hunterton,Montana,Likely dark dream coach.
ertiga,2015,8.89,20.31,57548,CNG,Dealer,Manual,2,Lake Michaelfort,Nevada,Hear find close course not.
ritz,2021,24.62,24.03,2865,CNG,Dealer,Automatic,2,Mahoneymouth,West Virginia,Person own senior admit senior real.
swift,2018,18.48,8.99,94490,CNG,Individual,Manual,0,Johnsonside,Nevada,General girl teacher man four at.
s cross,2011,21.88,11.42,156037,Petrol,Individual,Manual,2,North Kerry,South Carolina,Answer book body use fine lose.
sx4,2006,2.9,9.93,134508,Diesel,Individual,Automatic,2,North Kenneth,Wisconsin,Already force stuff if there.
sx4,2017,9.87,8.13,76444,Diesel,Individual,Automatic,2,Williamburgh,Kansas,About guess particularly allow win factor property.
ertiga,2017,3.57,18.52,171172,Diesel,Individual,Manual,0,Martinezmouth,Nebraska,Fill business bring show according model responsibility.
swift,2009,1.25,16.76,14860,CNG,Individual,Automatic,1,South Julia,Kentucky,Defense despite area program hotel sometimes.
s cross,2023,8.06,14.1,156346,Diesel,Dealer,Automatic,2,Bensonberg,Massachusetts,Term quite nor that.
alto 800,2004,15.62,27.98,123380,Diesel,Dealer,Manual,0,West Frederick,North Dakota,Born heavy everybody their customer live.
ritz,2021,17.12,11.15,22475,CNG,Individual,Automatic,1,Lake Tammy,Maine,Everything provide analysis direction look.
ciaz,2004,15.9,15.93,151563,Diesel,Dealer,Automatic,1,North Haleyburgh,Delaware,Notice who there degree including later place.
ertiga,2018,11.11,17.72,191744,Petrol,Dealer,Manual,0,New Kirstenbury,Utah,Training else go measure until simple.
baleno,2011,21.54,5.15,189079,Diesel,Individual,Manual,1,Whiteview,Kentucky,Property future box box.
vitara brezza,2017,3.66,16.74,193764,Diesel,Individual,Automatic,0,East Pamela,Texas,South business successful finish forget fine what including.
swift,2019,19.15,8.69,90214,Diesel,Individual,Automatic,0,Port Anthony,Nebraska,Method sense build from.
vitara brezza,2022,11.16,27.18,122596,Petrol,Individual,Manual,2,West Bobby,Connecticut,Recently wait decade last audience sit.
ertiga,2014,5.59,9.25,98321,Petrol,Individual,Automatic,1,South Jocelyn,Pennsylvania,Claim family able election beautiful.
sx4,2000,17.74,33.93,36921,Diesel,Individual,Manual,2,Whiteville,Oklahoma,Music find run through.
wagon r,2022,7.8,30.34,115944,Petrol,Dealer,Manual,1,New Jamesfort,Ohio,Address serious indeed can free.
